x,y,z,cut,au,ug1,ug2,Ica_1,Ica_2
157.1,14.2,132.9,0.74,0.718,31,20,1.0985910283,-1.0780055949
39.4,535.7,88.4,0.74,0.3,31,20,1.0947545836,-1.1605337232
70.4,323,56.5,0.75,0.204,31,20,1.1086302586,-1.1959708549
70.5,173.3,122,0.75,0.052,31,20,1.1072351878,-1.2259810833
70.5,173.3,98,0.76,0.335,31,20,1.1245893617,-1.1865900796
70.4,203,133,0.76,0.083,31,20,1.1222764812,-1.2363438794
70.4,323,65,0.77,1.506,31,20,1.1500936861,-0.9718761623
70.4,203,97,0.8,0.025,31,20,1.180771241,-1.3137283636
70.5,173.3,86,0.8,0.713,31,20,1.1870857719,-1.1778925927
40.7,7.9,132,0.81,1.069,31,20,1.205109947,-1.1240887819
70.4,203,90.5,0.81,0.344,31,20,1.1984558264,-1.2672296742
10,173,23,0.81,0.441,31,20,1.1993461018,-1.24807841
70.4,233,132.5,0.82,3.504,31,20,1.2422153864,-0.6598161228
70.2,392.4,119.8,0.83,0.405,31,20,1.228529235,-1.2881527021
70.5,173.3,38,0.83,0.201,31,20,1.2266569032,-1.3284295877
22.7,592.8,122.9,0.83,0.203,31,20,1.2266752594,-1.3280347162
70.4,113,105.2,0.84,0.833,31,20,1.2472142331,-1.2201335199
58.6,232.7,72,0.85,1.102,31,20,1.2644399136,-1.1835066162
70.4,203,121,0.86,0.037,31,20,1.2694220123,-1.4102589543
40,38,24,0.87,0.424,31,20,1.2877307083,-1.3503346364
50,57.4,72.5,0.93,0.653,31,20,1.3783731267,-1.4040216772
52.9,112.9,107.6,0.93,1.401,31,20,1.3852383436,-1.2563397635
65.3,112.4,73.8,0.94,2.316,31,20,1.408393075,-1.0921693889
56.8,227.4,28,0.95,5.613,31,20,1.4534100344,-0.4577071448
51.8,495.8,115.5,0.96,0.254,31,20,1.418981383,-1.5322484365
42.5,473.7,24.7,0.97,0.509,31,20,1.4360785701,-1.4983856328
47.9,57.5,78.3,0.99,2.738,31,20,1.4860500939,-1.0912680339
56.8,473,87.1,0.99,0.04,31,20,1.4612875872,-1.6239495888
57.3,372.4,103.6,1.01,0.326,31,30,1.4934260678,-1.6004495812
14.1,160.2,28.3,1.02,0.377,31,30,1.5086509231,-1.606863663
64.9,376,68.5,1.04,0.356,31,30,1.5379717277,-1.6439764194
265.6,407.4,87.3,1.05,0.837,31,30,1.5571431649,-1.5654931444
70.2,392.4,107.8,1.06,0.196,31,30,1.5660167769,-1.70853274
51.6,65.7,120,1.07,1.077,31,30,1.588859453,-1.5510751796
70.4,323,77,1.09,0.274,31,30,1.6110029855,-1.7425826639
160.4,38,131.4,1.09,5.43,31,30,1.6583252556,-0.7246041252
70.2,392.4,71.8,1.09,0.181,31,30,1.6101494225,-1.7609441853
269.2,407,98.7,1.1,0.221,31,30,1.6252733187,-1.7695300599
70.5,173.3,50,1.1,1.664,31,30,1.6385173132,-1.4846303254
62.5,224.7,58.1,1.11,2.963,31,30,1.6651964341,-1.2446446368
271.3,406.8,105.4,1.14,0.131,31,30,1.6834743794,-1.853232487
160.5,82.9,96.2,1.14,17.375,31,30,1.8417414904,1.5513489562
70.5,413,107.7,1.15,0.049,31,30,1.6974785478,-1.8859055187
70.2,392.4,131.8,1.15,0.873,31,30,1.7050413,-1.7232184908
70.4,293,96,1.17,8.309,31,30,1.8028031768,-0.2880531318
42.5,473.7,12.7,1.17,1.529,31,30,1.7405756766,-1.6266672692
70.4,113,117.2,1.18,1.469,31,30,1.7547817631,-1.6549967152
40.4,157.9,59.7,1.21,0.457,31,30,1.7897638456,-1.9042515668
70.2,392.4,83.8,1.28,0.433,31,30,1.8928409778,-2.0243731464
160.4,98,135.5,1.3,7.189,31,30,1.9843617483,-0.7234640725
58.1,348.4,31.6,1.31,1.042,31,30,1.9427007562,-1.9535847065
70.5,413,83.7,1.31,0.222,31,30,1.9351747163,-2.1154819915
26,591.4,41.9,1.31,2.248,31,30,1.9537695416,-1.715477236
57.9,351.7,70.4,1.33,0.76,31,30,1.9696260774,-2.0422281841
62.4,374.8,80.2,1.34,0.994,31,30,1.9865305246,-2.0125115304
160,13.9,133.8,1.34,7.034,31,30,2.0419662327,-0.819999821
70.4,293,132,1.39,2.758,31,30,2.0765045501,-1.7466514478
160.4,98,99.5,1.42,10.32,31,30,2.1901796395,-0.3030924921
70.5,413,95.7,1.5,1.462,31,30,2.2269342318,-2.1838444677
61.1,112.6,85.1,1.51,5.155,31,30,2.2755857178,-1.4711976811
70.2,392.4,95.8,1.52,3.107,31,30,2.2715457467,-1.8920293255
70.8,442.9,96,1.53,0.525,31,30,2.2626046717,-2.4182916409
70.8,442.9,132,1.55,0.374,31,30,2.2907323237,-2.48107104
70.4,353,55.5,1.62,4.855,31,30,2.4351567845,-1.7117447304
70.4,353,63,1.66,1.768,31,30,2.4658510873,-2.3871619907
53.5,349,42.6,1.71,2.709,31,30,2.5482715387,-2.2837915004
70.8,442.9,108,1.73,3.442,31,30,2.5845126288,-2.1720377288
70.4,293,108,1.79,3.94,31,30,2.6776239555,-2.1726145627
70.8,442.9,120,1.82,0.863,31,30,2.6936532669,-2.8295741627
158.7,52.1,125.7,1.84,16.613,31,30,2.8677218452,0.2470717182
70.4,353,75,1.86,1.407,31,30,2.7576732413,-2.7881023474
66.4,351.7,78.9,1.9,3.252,31,30,2.8336339204,-2.4897666688
160.4,98,111.5,1.93,34.962,31,30,3.168941705,3.7214698959
59.9,373.6,91.9,1.94,2.727,31,30,2.8878425087,-2.6593536312
160.5,82.9,108.2,1.96,14.338,31,30,3.023922942,-0.3998941685
160.4,68,120,2.07,28.927,31,30,3.3201467004,2.2991791202
70.4,353,87,2.09,2.346,31,30,3.1056972389,-2.9818261862
70.4,353,99,2.19,3.615,31,30,3.2649119681,-2.8961132978
70.4,353,123,2.2,5.389,31,30,3.2959506852,-2.5623456453
70.4,353,132,2.21,1.752,31,30,3.2773267174,-3.2969026384
160.4,68,109.6,2.32,31.306,31,30,3.710900703,2.3567961024
70.4,293,120,2.32,1.966,31,30,3.4416153261,-3.435967731
160.4,98,123.5,2.33,32.81,31,30,3.7394613338,2.6372561123
70.4,353,111,2.37,15.567,31,30,3.6402304902,-0.833061108
160.4,68,121.6,2.46,18.939,31,30,3.8039899858,-0.315657611
160.4,68,97.6,2.61,43.309,31,30,4.249011804,4.2486011783
160.4,68,90.6,2.68,54.207,31,30,4.4523321156,6.2848724614
160.5,82.9,120.2,3.71,56.376,31,30,5.9921869616,5.0153302937
40,68,108,0.24,0.029,34,10,0.3544287014,-0.3898736412
55.3,221,49.2,0.27,0.087,34,10,0.3992313481,-0.4278722795
70.4,263,120,0.33,0.01,34,10,0.4870652687,-0.5419746487
70.4,263,96,0.34,0.078,34,10,0.5024461517,-0.5450323233
42.4,473.7,120.7,0.39,0,34,10,0.5755141219,-0.642848825
40.5,83,131,0.39,0.011,34,10,0.575615081,-0.6406770322
33.5,472.3,30.9,0.41,0.021,34,10,0.6052204067,-0.6716692814
70.4,263,132,0.42,0.004,34,10,0.6198211514,-0.6915089918
40,68,96,0.44,2.095,34,10,0.6685260977,-0.3116375213
70.4,263,108,0.44,0.018,34,10,0.6494631894,-0.7217114982
49.4,351.7,61.9,0.45,0.006,34,10,0.6641098246,-0.74056403
74.6,234.7,127.2,0.51,0.013,34,20,0.7527147054,-0.8380817992
40,38,84,0.55,0.295,34,20,0.8143300183,-0.8483381408
40.4,472.8,124.2,0.61,0.007,34,20,0.9002273604,-1.0040994456
70.4,143,120,0.62,0.153,34,20,0.916324135,-0.9917571346
52.8,228.1,39.3,0.63,2.183,34,20,0.949712445,-0.6074459394
58.6,232.7,36,0.67,0.179,34,20,0.9903466273,-1.0690403221
58.6,232.7,60,0.67,0.833,34,20,0.996349103,-0.9399173655
70.4,113,129.2,0.75,0.69,34,20,1.1130908139,-1.1000170981
70.4,233,84.5,0.76,0.922,34,20,1.1299769049,-1.0706953158
31.2,592.8,131.3,0.78,0.086,34,20,1.1518175602,-1.2687181787
59.5,292.7,48.7,0.82,0.523,34,20,1.2148554782,-1.2483719847
70.4,323,132,0.82,0.028,34,20,1.21031232,-1.3461026629
58.6,232.7,48,0.83,0.955,34,20,1.2335771886,-1.1795630597
54.5,289.3,47.2,0.83,0.402,34,20,1.2285017007,-1.2887450093
40,55.9,108,0.84,0.452,34,20,1.243717378,-1.2953565268
70.5,173.3,26,0.86,0.59,34,20,1.2744975001,-1.3010770047
59.7,263.2,84,0.89,1.047,34,20,1.3229622077,-1.2602987933
70.4,143,108,0.89,1.73,34,20,1.3292308482,-1.125450201
44.2,350.1,64.7,0.9,2.352,34,20,1.3496963971,-1.0191284904
40,38,96,0.91,2.943,34,20,1.369877425,-0.9189272869
51.8,292.5,39.6,0.91,0.917,34,20,1.3512825997,-1.3189320425
40,38,72,0.92,0.227,34,20,1.3597064849,-1.471645988
70.4,323,125,0.94,0.038,34,20,1.3874853692,-1.5419279442
70.4,143,96,0.99,1.268,34,20,1.4725582908,-1.3814985327
40,38,36,1.02,0.444,34,30,1.5092658556,-1.5936354702
81.8,111.6,28.8,1.04,0.353,34,30,1.5379441934,-1.6445687265
40,38,120,1.07,0.135,34,30,1.5802136853,-1.7370596217
40,68,72,1.09,0.07,34,30,1.6091306537,-1.7828595495
70.4,143,48,1.09,0.898,34,30,1.6167301183,-1.6193827787
70.4,143,60,1.14,0.489,34,30,1.6867601383,-1.7825505016
40.4,38,120.2,1.17,1.712,34,30,1.7422552684,-1.5905365336
48.8,349.6,53.7,1.18,0.358,34,30,1.7445848969,-1.8743477928
70.4,143,84,1.18,1.646,34,30,1.7564062863,-1.6200505939
40,38,60,1.19,0.383,34,30,1.7595711217,-1.8858952032
40,38,108,1.19,0.384,34,30,1.7595802998,-1.8856977675
40,68,84,1.2,1.888,34,30,1.7881409306,-1.6052377576
40,38,48,1.22,0.286,34,30,1.8029511633,-1.954496377
17.4,591.3,33.6,1.29,1.724,34,30,1.9194466739,-1.7859669435
40.4,38,132.2,1.31,9.794,34,30,2.0230274643,-0.2256273421
57,112.7,96.4,1.32,2.706,34,30,1.9727298825,-1.6415349825
40.4,38,96.2,1.49,9.956,34,30,2.2901362185,-0.4903422143
59.7,263.2,72,1.5,0.71,34,30,2.2200323026,-2.3323161243
70.4,143,72,1.51,2.607,34,30,2.2521999257,-1.974263879
62.8,347.9,20.6,1.54,2.622,34,30,2.2966079142,-2.0207522529
70.4,323,89,1.58,1.874,34,30,2.3487697868,-2.2343673794
96.9,116.9,106.1,1.62,15.046,34,30,2.5286907748,0.3003226257
40.4,38,108.2,1.64,9.427,34,30,2.5066325904,-0.8420352548
70.4,323,113,1.65,2.109,34,30,2.4542240462,-2.3033531092
70.4,323,101,1.78,2.351,34,30,2.6482831864,-2.4698566082
59.7,263.2,48,2.04,2.858,34,30,3.036612563,-2.7983225848
59.7,263.2,60,2.23,9.568,34,30,3.3785762711,-1.7867117083
399,295.2,26.4,0.44,3.941,54,10,0.6854688654,0.0528288058
391.6,295.2,19.5,0.48,4.579,54,10,0.750351581,0.1128595781
382.9,295.2,11.2,0.59,1.757,54,20,0.8867754861,-0.6256203406
359.7,294.9,24.7,0.88,2.722,54,20,1.3235787484,-0.91311067
358.7,295,12.7,1.14,19.045,54,30,1.857068913,1.8810665977
360.8,294.7,36.6,1.14,11.69,54,30,1.7895640069,0.4289269251
